"brain1","brain2","pearson_r","pearson_p","spearman_rho","spearman_p","pearson_bonf","pearson_fdr","pearson_holm","spearman_bonf","spearman_fdr","spearman_holm"
"LC_02","N_Acc_02",0.523639776120198,1.94681353452723e-07,0.508839396369469,7.13721046330066e-07,3.32905114404157e-05,2.75128193722444e-07,1.00083883479777e-05,0.000122046298922441,1.10292072614906e-06,4.42507048724641e-05
"LC_02","OFCmed_02",0.399877757029354,0.000124415820095815,0.370215790624772,0.000454681550024,0.0212751052363844,0.000132143510784996,0.00154484595819543,0.0777505450541039,0.000483254636538951,0.005456178600288
"LC_02","Pallidum_02",0.611559692892411,3.13164816713266e-10,0.616424874243639,0,5.35511836579684e-08,7.33577858328334e-10,3.10033168546133e-08,0,0,0
"LC_02","Precuneus_02",0.571619265024182,7.35580946624478e-09,0.578971349420427,7.50381773617988e-09,1.25784341872786e-06,1.32404570392406e-08,5.66397328900848e-07,1.28315283288676e-06,1.78215671234272e-08,7.50381773617988e-07
"LC_02","Putamen_02",0.647753713931826,1.19339100810438e-11,0.62344171466064,0,2.04069862385849e-09,3.4911501594951e-11,1.36046574923899e-09,0,0,0
"LC_02","Raphe_D_02",0.603933764986089,5.91852338461118e-10,0.646497047459357,0,1.01206749876851e-07,1.21659400396554e-09,5.36837351379164e-08,0,0,0
"LC_02","Raphe_M_02",0.863783330473678,4.9483136047122e-27,0.827148793467959,0,8.46161626405786e-25,1.41026937734298e-25,8.21420058382225e-25,0,0,0
"LC_02","Thalamus_02",0.789236856890547,1.08499993613941e-19,0.740814317999563,0,1.8553498907984e-17,1.23689992719893e-18,1.70344989973888e-17,0,0,0
"LC_02","VTA_02",0.769985959075882,2.87993908563382e-18,0.705456732521688,0,4.92469583643384e-16,2.34509325544468e-17,4.34870801930707e-16,0,0,0
"N_Acc_02","OFCmed_02",0.499294692262986,8.53301046033959e-07,0.547058394692717,7.18529889588157e-08,0.000145914478871807,1.10541271872581e-06,3.41320418413584e-05,1.22868611119575e-05,1.35020451779753e-07,5.82009210566407e-06
"N_Acc_02","Pallidum_02",0.777204481056186,8.75119657454968e-19,0.720675074724794,0,1.496454614248e-16,7.87607691709471e-18,1.3389330759061e-16,0,0,0
"N_Acc_02","Precuneus_02",0.54161865842431,6.05508973709841e-08,0.433786542246847,3.24462018783625e-05,1.03542034504383e-05,9.16301190304272e-08,3.58425079947754e-06,0.00554830052119998,3.82641415255171e-05,0.000876047450715786
"N_Acc_02","Putamen_02",0.761534092877394,1.10079404481404e-17,0.694557847925931,0,1.88235781663201e-15,7.42679677655379e-17,1.61816724587664e-15,0,0,0
"N_Acc_02","Raphe_D_02",0.391315965603776,0.000178412032445604,0.428628708901363,4.09656659656298e-05,0.0305084575481982,0.00018602718017194,0.00154484595819543,0.00700512888012269,4.79803347953609e-05,0.00106510731510637
"N_Acc_02","Raphe_M_02",0.517226378971941,2.90578809092837e-07,0.480006561201429,3.41149680127419e-06,4.96889763548752e-05,3.97511810839002e-07,1.39049464252442e-05,0.000583365953017886,4.74281262616167e-06,0.000167163343262435
"N_Acc_02","Thalamus_02",0.667816177428229,1.60391143778479e-12,0.639443755923307,0,2.74268855861198e-10,5.37782070316075e-12,1.94073283971959e-10,0,0,0
"N_Acc_02","VTA_02",0.527890399923883,1.4861150567867e-07,0.438579864401837,2.60428298234148e-05,2.54125674710526e-05,2.17201431376518e-07,8.17363281232687e-06,0.00445332389980393,3.13614359141122e-05,0.000799450471646493
"OFCmed_02","Pallidum_02",0.460842347104763,7.06427335657737e-06,0.518462491798498,4.10972129391732e-07,0.00120799074397473,8.21762410867163e-06,0.000179661149891047,7.02762341259862e-05,6.75733020442175e-07,2.79461047986378e-05
"OFCmed_02","Precuneus_02",0.35159879712353,0.000839716807468494,0.289440110811402,0.00671955912787699,0.143591574077112,0.000849654284479955,0.00251915042240548,1,0.00679908053767435,0.0251820859818399
"OFCmed_02","Putamen_02",0.487294314174661,1.69681071814848e-06,0.522180505941532,3.30617171202385e-07,0.00029015463280339,2.13348994708375e-06,6.10851858533453e-05,5.65355362756078e-05,5.65355362756078e-07,2.38044363265717e-05
"OFCmed_02","Raphe_D_02",0.403633215676406,0.000105890330360509,0.355981628635999,0.000768832975549848,0.018107246491647,0.0001146028258965,0.00148246462504712,0.131470438819024,0.000811545918635951,0.00768832975549848
"OFCmed_02","Raphe_M_02",0.444574661690279,1.60396831348651e-05,0.440785157104323,2.35132491660733e-05,0.00274278581606193,1.80446435267232e-05,0.000320793662697302,0.00402076560739854,2.90983857888936e-05,0.000799450471646493
"OFCmed_02","Thalamus_02",0.488662186265086,1.57099509127554e-06,0.502916089523948,9.94826846707651e-07,0.000268640160608118,1.98992711561569e-06,5.84979285176506e-05,0.000170115390787008,1.51888741774115e-06,5.9689610802459e-05
"OFCmed_02","VTA_02",0.561576819838123,1.52480837901844e-08,0.434788948020704,3.09961383051784e-05,2.60742232812154e-06,2.55629640011915e-08,1.06736586531291e-06,0.0053003396501855,3.68079142373993e-05,0.000867891872544995
"Pallidum_02","Precuneus_02",0.541820845173681,5.97375133246256e-08,0.491197054749581,1.88760704758699e-06,1.0215114778511e-05,9.12063819509909e-08,3.58425079947754e-06,0.000322780805137375,2.71244374065021e-06,0.00010004317352211
"Pallidum_02","Putamen_02",0.900208785725395,1.95401882698561e-32,0.86272508566013,0,3.34137219414539e-30,1.1137907313818e-30,3.30229181760568e-30,0,0,0
"Pallidum_02","Raphe_D_02",0.48714480170646,1.71112508437184e-06,0.576711380039367,8.99779553078249e-09,0.000292602389427585,2.13578386443493e-06,6.10851858533453e-05,1.5386230357638e-06,2.10770278871754e-08,8.90781757547466e-07
"Pallidum_02","Raphe_M_02",0.58559488267177,2.55855169174464e-09,0.57964569512284,7.10020156987902e-09,4.37512339288334e-07,4.8078279042674e-09,2.07242687031316e-07,1.21413446844931e-06,1.71004854711171e-08,7.17120358557781e-07
"Pallidum_02","Thalamus_02",0.755295064214124,2.85989925260664e-17,0.751822555952468,0,4.89042772195736e-15,1.63014257398579e-16,4.06105693870143e-15,0,0,0
"Pallidum_02","VTA_02",0.570786781017032,7.82128198169562e-09,0.553637821681126,4.68011357803863e-08,1.33743921886995e-06,1.37880331842263e-08,5.86596148627172e-07,8.00299421844606e-06,9.41528731581889e-08,4.07169881289361e-06
"Precuneus_02","Putamen_02",0.551228664849637,3.15231389121721e-08,0.518170882846103,4.18001701794375e-07,5.39045675398143e-06,5.08533656035984e-08,2.08052716820336e-06,7.14782910068381e-05,6.80745628636553e-07,2.80061140202231e-05
"Precuneus_02","Raphe_D_02",0.388217071617265,0.000202789048699866,0.370197565065247,0.000454994131478194,0.0346769273276771,0.000210163195925316,0.00154484595819543,0.0778039964827712,0.000483254636538951,0.005456178600288
"Precuneus_02","Raphe_M_02",0.50986787814721,4.55498998590915e-07,0.502423999416782,1.02239242483601e-06,7.78903287590464e-05,6.03800998132143e-07,1.95864569394093e-05,0.000174829104646958,1.54716021811467e-06,6.03211530653247e-05
"Precuneus_02","Thalamus_02",0.709611136943624,1.42864819902675e-14,0.647608806590362,0,2.44298842033575e-12,5.68136841938547e-14,1.84295617674451e-12,0,0,0
"Precuneus_02","VTA_02",0.55951107181361,1.76620565941211e-08,0.523984836334475,2.97222066553455e-07,3.02021167759471e-06,2.87639207389973e-08,1.18335779180612e-06,5.08249733806409e-05,5.13383569501423e-07,2.16972108584022e-05
"Putamen_02","Raphe_D_02",0.468198546961875,4.80785570644663e-06,0.551049792228621,5.54835330472286e-08,0.000822143325802375,5.78974173100264e-06,0.000144235671193399,9.48768415107609e-06,1.07814592625865e-07,4.6606167759672e-06
"Putamen_02","Raphe_M_02",0.605628877377918,5.14514042264254e-10,0.554166362907341,4.51905719328393e-08,8.79819012271874e-08,1.12797309265625e-09,4.83643199728399e-08,7.72758780051552e-06,9.199509286328e-08,3.97677033008986e-06
"Putamen_02","Thalamus_02",0.770640959451623,2.58953228205237e-18,0.78643289348983,0,4.42810020230955e-16,2.21405010115477e-17,3.9360890687196e-16,0,0,0
"Putamen_02","VTA_02",0.565088909921113,1.18493783043554e-08,0.526791572501276,2.51550428950811e-07,2.02624369004477e-06,2.02624369004477e-08,8.53155237913586e-07,4.30151233505887e-05,4.43454879902977e-07,1.88662821713109e-05
"Raphe_D_02","Raphe_M_02",0.622345036520421,1.23589324917493e-10,0.684132827877816,0,2.11337745608913e-08,3.0191106515559e-10,1.26061111415843e-08,0,0,0
"Raphe_D_02","Thalamus_02",0.610097535188871,3.54280076010575e-10,0.631807246482467,0,6.05818929978084e-08,8.07758573304111e-10,3.43651673730258e-08,0,0,0
"Raphe_D_02","VTA_02",0.604445387609859,5.67407833998085e-10,0.657833345483706,0,9.70267396136725e-08,1.21283424517091e-09,5.22015207278238e-08,0,0,0
"Raphe_M_02","Thalamus_02",0.71328589216498,9.06456803450117e-15,0.712728730772035,0,1.5500411338997e-12,3.69057412833262e-14,1.17839384448515e-12,0,0,0
"Raphe_M_02","VTA_02",0.790380760531879,8.83425406380914e-20,0.732157177225341,0,1.51065744491136e-17,1.07904103207955e-18,1.39581214208184e-17,0,0,0
"Thalamus_02","VTA_02",0.7422189816873,1.93406810566389e-16,0.670226725960487,0,3.30725646068526e-14,1.00219892748038e-15,2.68835466687281e-14,0,0,0
